airID,airline,airlinealias,IATA,ICAO,callsign,country,active
3467,Mesaba Airlines,\N,XJ,MES,MESABA,United States,Y
3468,Meta Linhas A,\N,NA,MSQ,META,Brazil,N
3469,Meteorological Research Flight,\N,NA,MET,METMAN,United Kingdom,N
3470,Methow Aviation,\N,NA,MER,METHOW,United States,N
3471,Metro Business Aviation,\N,NA,MVI,NA,United Kingdom,N
3472,Metro Express,\N,NA,MEX,EAGLE EXPRESS,United States,N
3473,Metroflight,\N,NA,MTR,METRO,United States,N
3474,Metrojet,\N,NA,MTJ,METROJET,Hong Kong SAR of China,N
3475,Metropix UK,\N,NA,PIX,METROPIX,United Kingdom,N
3476,Metroplis,\N,NA,MPS,METRO REGIONAL,Netherlands,N
3477,Mex Blue,\N,NA,MXB,MEX BLUE,Mexico,N
3478,Mex-Jet,\N,NA,MJT,MEJETS,Mexico,N
3479,Mexicana de Aviaci,\N,MX,MXA,MEXICANA,Mexico,Y
3480,Mexico Transportes Aereos,\N,NA,MXT,TRANSMEX,Mexico,N
3481,Miami Air Charter,\N,NA,HUR,HURRICANE CHARTER,United States,N
3482,Miami Air International,\N,GL,BSK,BISCAYNE,United States,N
3483,Miami Valley Aviation,\N,NA,OWL,NIGHT OWL,United States,N
3484,Miapet-Avia,\N,NA,MPT,MIAPET,Armenia,N
3485,Michelin Air Services,\N,NA,BIB,NA,France,N
3486,Micromatter Technology Solutions,\N,NA,WIZ,WIZARD,United Kingdom,N
3487,Mid Airlines,\N,NA,NYL,NILE,Sudan,N
3488,Mid-Pacific Airlines,\N,NA,MPA,MID PAC,United States,N
3489,Midamerica Jet,\N,NA,MJR,MAJOR,United States,N
3490,Middle East Airlines,\N,ME,MEA,CEDAR JET,Lebanon,Y
3491,Midland Airport Services,\N,NA,MID,NA,United Kingdom,N
3492,Midline Air Freight,\N,NA,MFR,MIDLINE FREIGHT,United States,N
3493,Midstate Airlines,\N,NA,MIS,MIDSTATE,United States,N
3494,Midway Airlines,\N,JI,MDW,MIDWAY,United States,Y
3495,Midway Express,\N,NA,FLA,PALM,United States,N
3496,Midwest Air Freighters,\N,NA,FAX,FAIRFAX,United States,N
3497,Midwest Airlines,\N,YX,MEP,NA,United States,Y
3498,Midwest Airlines (Egypt),\N,MY,MWA,NA,Egypt,Y
3499,Midwest Aviation,\N,NA,NIT,NIGHTTRAIN,United States,N
3500,Midwest Aviation Division,\N,NA,MWT,MIDWEST,United States,N
3501,Midwest Helicopters De Mexico,\N,NA,HTE,HELICOPTERSMEXICO,Mexico,N
3502,Millardair,\N,NA,MAB,MILLARDAIR,Canada,N
3503,Millen Corporation,\N,NA,RJM,MILLEN,United Kingdom,N
3504,Millennium Air,\N,NA,MLK,NIGERJET,Nigeria,N
3505,Miller Flying Services,\N,NA,MFS,MILLER TIME,United States,N
3506,Million Air,\N,NA,OXO,MILL AIR,United States,N
3507,Mimino,\N,NA,MIM,MIMINO,Russia,N
3508,Mina Airline Company,\N,NA,NAB,NA,Egypt,N
3509,Minair,\N,NA,OMR,ORMINE,Central African Republic,N
3510,Minebea Technologies,\N,NA,EBE,MINEBEA,United States,N
3511,Mines Air Services Zambia,\N,NA,MAZ,MINES,Zambia,N
3512,Miniliner,\N,NA,MNL,MINILINER,Italy,N
3513,Ministic Air,\N,NA,MNS,MINISTIC,Canada,N
3514,Ministry of Agriculture,\N,NA,WDG,Fisheries and Food,WATCHDOG,N
3515,Minsk Aircraft Overhaul Plant,\N,NA,LIR,LISLINE,Belarus,N
3516,Miramichi Air Service,\N,NA,MIR,MIRAMICHI,Canada,N
3517,Miras,\N,NA,MIF,MIRAS,Kazakhstan,N
3518,Misr Overseas Airways,\N,NA,MOS,NA,Egypt,N
3519,Mission Aviation Fellowship,\N,NA,MAF,MISSI,Indonesia,N
3520,Missionair,\N,NA,MSN,MISIONAIR,Spain,N
3521,Missions Gouvernemtales Francaises,\N,NA,MRN,MARIANNE,France,N
3522,Mississippi State University,\N,NA,BDG,BULLDOG,United States,N
3523,Mississippi Valley Airways,\N,NA,MVA,VALAIR,United States,N
3524,Mistral Air,\N,NA,MSA,AIRMERCI,Italy,N
3525,Mobil Oil,\N,NA,MBO,MOBIL,Canada,N
3526,Mocambique Expresso,\N,NA,MXE,MOZAMBIQUE EXPRESS,Mozambique,N
3527,Mofaz Air,\N,NA,MFZ,MOFAZ AIR,Malaysia,N
3528,Moldaeroservice,\N,NA,MLE,MOLDAERO,Moldova,N
3529,Moldavian Airlines,\N,2M,MDV,MOLDAVIAN,Moldova,Y
3530,Moldova,\N,NA,MVG,MOLDOVA-STATE,Moldova,N
3531,Mombasa Air Safari,\N,NA,RRV,SKYROVER,Kenya,N
3532,Monarch Airlines,\N,ZB,MON,MONARCH,United Kingdom,Y
3533,Monarch Airlines,\N,NA,MNH,MONARCH AIR,United States,N
3534,Myway Airlines,\N,8I,NA,NA,Italy,Y
3535,Moncton Flying Club,\N,NA,MFC,EAST WIND,Canada,N
3536,Monde Air Charters,\N,NA,MDB,MONDEAIR CARGO,United Kingdom,N
3537,Monerrey Air Taxi,\N,NA,MTI,MONTERREY AIR,Mexico,N
3538,Monky Aerotaxis,\N,NA,MKY,MONKY,Mexico,N
3539,Montenegro Airlines,\N,YM,MGX,MONTAIR,Montenegro,Y
3540,Montserrat Airways,\N,NA,MNT,MONTSERRAT,Montserrat,N
3541,Mooney Aircraft Corporation,\N,NA,MNY,MOONEY FLIGHT,United States,N
3542,Morningstar Air Express,\N,NA,MAL,MORNINGSTAR,Canada,Y
3543,Morris Air Service,\N,NA,MSS,WASATCH,United States,N
3544,Morrison Flying Service,\N,NA,MRO,MORRISON,United States,N
3545,Moskovia Airlines,\N,3R,GAI,GROMOV AIRLINE,Russia,Y
3546,Mosphil Aero,\N,NA,MPI,MOSPHIL,Philippines,N
3547,Motor Sich,\N,M9,MSI,MOTOR SICH,Ukraine,Y
3548,Mount Cook Airlines,\N,NM,NZM,MOUNTCOOK,New Zealand,N
3549,Mountain Air Cargo,\N,NA,MTN,MOUNTAIN,United States,N
3550,Mountain Air Company,\N,N4,MTC,MOUNTAIN LEONE,Sierra Leone,N
3551,Mountain Air Express,\N,NA,PKP,PIKES PEAK,United States,N
3552,Mountain Air Service,\N,NA,BRR,MOUNTAIN AIR,United States,N
3553,Mountain Bird,\N,NA,MBI,MOUNTAIN BIRD,United States,N
3554,Mountain High Aviation,\N,NA,MHA,MOUNTAIN HIGH,United States,N
3555,Mountain Pacific Air,\N,NA,MPC,MOUNTAIN PACIFIC,Canada,N
3556,Mountain Valley Air Service,\N,NA,MTV,MOUNTAIN VALLEY,United States,N
3557,Mowhawk Airlines,\N,NA,MOW,MOHAWK AIR,United States,N
3558,Mudan Airlines,\N,NA,MDN,NA,Somali Republic,N
3559,Mudanjiang General Aviation,\N,NA,CMJ,MUDANJIANG,China,N
3560,Multi Taxi,\N,NA,MTX,MULTITAXI,Mexico,N
3561,Multi-Aero,\N,NA,WBR,WEBER,United States,N
3562,Multiflight,\N,NA,MFT,YORKAIR,NA,N
3563,Murmansk Aircompany,\N,NA,MNZ,MURMAN AIR,Russia,N
3564,Murray Air,\N,NA,MUA,MURRAY AIR,United States,N
3565,Musrata Air Transport,\N,NA,MMR,MUSRATA AIR,Libya,N
3566,Mustique Airways,\N,NA,MAW,MUSTIQUE,Barbados,N
3567,My Way Airlines,\N,NA,MYW,FRANKY,Italy,N
3568,MyTravel Airways,\N,VZ,MYT,KESTREL,United Kingdom,Y
3569,Myanma Airways,\N,UB,UBA,UNIONAIR,Myanmar,Y
3570,Myanmar Airways International,\N,8M,MMM,assignment postponed,Myanmar,Y
3571,Myflug,\N,NA,MYA,MYFLUG,Iceland,Y
3572,Mytravel Airways,\N,NA,VKG,VIKING,Denmark,N
3573,NEL Cargo,\N,NA,NLG,NELCARGO,Ivory Coast,N
3574,NHT Lineas Aereas,\N,NA,NHG,HELGA,Brazil,N
3575,NZ Warbirds Association,\N,NA,WAR,WARBIRDS,New Zealand,N
3576,Nacoia Lda,\N,NA,ANL,AIR NACOIA,Angola,N
3577,Nada Air Service,\N,NA,NHZ,NADA AIR,Chad,N
3578,Compangnie Nationale Naganagani,\N,NA,BFN,NA,Burkina Faso,N
3579,Nahanni Air Services Ltd,\N,NA,NAH,NAHANNI,Canada,N
3580,Nakheel Aviation,\N,NA,NKL,NAKHEEL,United Arab Emirates,N
3581,Namibia Commerical Aviation,\N,NA,MRE,MED RESCUE,Namibia,N
3582,Namibian Defence Force,\N,NA,NDF,NAMIBIAN AIR FORCE,Namibia,N
3583,Nanjing Airlines,\N,NA,CNJ,NINGHANG,China,N
3584,Nantucket Airlines,\N,DV,ACK,ACK AIR,United States,N
3585,Nanyah Aviation,\N,NA,NYA,NANYAH,Israel,N
3586,Napier Air Service Inc,\N,NA,NAP,NAPIER,United States,N
3587,Nas Air,\N,NA,NCM,AIR BANE,Angola,N
3588,Nas Air,\N,P9,NA,NA,Mali,N
3589,Nasair,\N,UE,NAS,NASAIRWAYS,Eritrea,Y
3590,Nashville Jet Charters,\N,NA,NJC,NASHVILLE JET,United States,N
3591,Natalco Air Lines,\N,NA,NCO,NATALCO,S,N
3592,Natioanl Air Traffic Controllers Association,\N,NA,NTK,NATCA,United States,N
3593,National Air Charter,\N,NA,NSR,NASAIR,Indonesia,N
3594,National Air Traffic Services,\N,NA,RFI,SHERLOCK,United Kingdom,N
3595,National Airlines,\N,NA,NAN,NATION AIR,United States,N
3596,National Airlines,\N,N4,NCN,NA,Chile,N
3597,National Airlines,\N,N7,ROK,RED ROCK,United States,N
3598,National Airlines,\N,NA,NAL,NATIONAL,United States,N
3599,National Airlines,\N,NA,KUS,KUSWAG,South Africa,N
3600,National Airways Cameroon,\N,9O,NA,NA,Cameroon,N
3601,National Airways Corporation,\N,NA,LFI,AEROMED,South Africa,N
3602,National Aviation Company,\N,NA,GTY,NA,Egypt,N
3603,National Aviation Consultants,\N,NA,TNC,NATCOM,Canada,N
3604,National Express,\N,NA,NXT,NATIONAL FREIGHT,United States,N
3605,National Grid,\N,NA,GRD,GRID,United Kingdom,N
3606,National Jet Express,\N,NA,JTE,JETEX,Australia,N
3607,National Jet Service,\N,NA,AND,AIR INDIANA,United States,N
3608,National Jet Systems,\N,NC,NJS,NATIONAL JET,Australia,Y
3609,National Oceanic and Atmospheric Administration,\N,NA,NAA,NOAA,United States,N
3610,National Overseas Airlines Company,\N,NA,NOL,NAT AIRLINE,Egypt,N
3611,Nationale Luchtvaartschool,\N,NA,NLS,PANDER,Netherlands,N
3612,Nations Air Express Inc,\N,NA,NAE,NATIONS EXPRESS,United States,N
3613,Nationwide Airlines,\N,CE,NTW,NATIONWIDE,South Africa,Y
3614,Nationwide Airlines (Zambia),\N,NA,NWZ,ZAMNAT,Zambia,N
3615,Natural Environment Research Council,\N,NA,EVM,SCIENCE,United Kingdom,N
3616,Natureair,\N,NA,NRR,NATUREAIR,Costa Rica,N
3617,Naturelink Charter,\N,NA,NRK,NATURELINK,South Africa,N
3618,Nauru Air Corporation,\N,ON,RON,AIR NAURU,Nauru,Y
3619,NAV CANADA,\N,NA,NVC,NAV CAN,Canada,N
3620,Nav Flight Planning,\N,NA,NAV,NAV DISPATCH,Czech Republic,N
3621,Navegacao Aerea De Portugal,\N,NA,NVP,NA,Portugal,N
3622,Navegacion Servicios Aereos Canarios SA,\N,NA,NAY,NAYSA,Spain,N
3623,Navid,\N,NA,IRI,NAVID,Iran,N
3624,Naviera Mexicana,\N,NA,NVM,NAVIERA,Mexico,N
3625,Navigator Airlines,\N,NA,NVL,NAVLINES,Armenia,N
3626,Navinc Airlines Services,\N,NA,XNV,NA,United States,N
3627,Navitaire,\N,1N,NA,NA,United States,N
3628,Navtech System Support,\N,NA,XNS,NA,Canada,N
3629,Nayzak Air Transport,\N,NA,NZA,NA,Libya,N
3630,State of Nebraska,\N,NA,NEB,NEBRASKA,United States,N
3631,Necon Air,\N,NA,NEC,NECON AIR,Nepal,N
3632,Nederlandse Kustwacht,\N,NA,NCG,NETHERLANDS COASTGUARD,Netherlands,N
3633,Nefteyugansk Aviation Division,\N,NA,NFT,NEFTEAVIA,Russia,N
3634,Neiltown Air,\N,NA,NLA,NEILTOWN AIR,Canada,N
3635,Nelair Charters,\N,NA,NLC,NELAIR,South Africa,N
3636,Nelson Aviation College,\N,NA,CGE,COLLEGE,New Zealand,N
3637,Nepal Airlines,\N,RA,RNA,ROYAL NEPAL,Nepal,Y
3638,Neos,\N,NO,NOS,MOONFLOWER,Italy,N
3639,Neosiam Airways,\N,NA,TOX,SKY KINGDOM,Thailand,N
3640,Neric,\N,NA,NSL,NERICAIR,United Kingdom,N
3641,NetJets,\N,1I,EJA,EXECJET,United States,Y
3642,Network Aviation Services,\N,NA,NET,NETWORK,Nigeria,N
3643,New England Air Express,\N,NA,NEZ,ENGAIR,United States,N
3644,New England Airlines,\N,EJ,NEA,NEW ENGLAND,United States,Y
3645,New Heights 291,\N,NA,NHT,NEWHEIGHTS,South Africa,N
3646,New World Jet Corporation,\N,NA,NWD,NEW WORLD,United States,N
3647,New York Helicopter,\N,NA,NYH,NEW YORK,United States,N
3648,New York State Police,\N,NA,GRY,GRAY RIDER,United States,N
3649,New Zealand Air Defence Force,\N,NA,KRC,KIWI RESCUE,New Zealand,N
3650,Newair,\N,NA,HVA,HAVEN-AIR,United States,N
3651,Newfoundland Labrador Air Transport,\N,NA,NLT,NALAIR,Canada,N
3652,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y
3653,Nextflight Aviation,\N,NA,NXF,NEXTFLIGHT,United States,N
3654,Nexus Aviation,\N,NA,NXS,NEXUS AVIATION,Nigeria,N
3655,Nicaraguense De Aviacion,\N,NA,NIS,NICA,Nicaragua,N
3656,Nicon Airways,\N,NA,NCN,NICON AIRWAYS,Nigeria,N
3657,Nigeria Airways,\N,NA,NGA,NIGERIA,Nigeria,N
3658,Nigerian Air Force,\N,NA,NGR,NIGERIAN AIRFORCE,Nigeria,N
3659,Nigerian Global,\N,NA,NGX,AIR GLOBAL,Nigeria,N
3660,Night Express,\N,NA,EXT,EXECUTIVE,Germany,N
3661,Niki,\N,HG,NLY,FLYNIKI,Austria,Y
3662,Nikolaev-Air,\N,NA,NKV,AIR NIKOLAEV,Ukraine,N
3663,Nile Safaris Aviation,\N,NA,NSA,NILE SAFARIS,Sudan,N
3664,Nile Valley Aviation Company,\N,NA,NVA,NA,Egypt,N
3665,Nile Wings Aviation Services,\N,NA,NLW,NILE WINGS,Sudan,N
3666,Nimbus Aviation,\N,NA,NBS,NIMBUS,United Kingdom,N
3667,Nippon Cargo Airlines,\N,KZ,NCA,NIPPON CARGO,Japan,N
3668,Nizhnevartovskavia,\N,NA,NVK,VARTOSKAVIA,Russia,N
3669,Search and Rescue 202,\N,NA,SRG,NA,United Kingdom,N
3670,Search and Rescue 22,\N,NA,SRD,NA,United Kingdom,N
3671,No. 32 (The Royal) Squadron RAF,\N,NA,NOH,NORTHOLT,United Kingdom,N
3672,84 Squadron Royal Air Force @ RAF Akrotiri,\N,NA,AKG,GRIFTER,United Kingdom,N
3673,Nobil Air,\N,NA,NBL,NOBIL AIR,Moldova,N
3674,Nok Air,\N,DD,NOK,NOK AIR,Thailand,Y
3675,Nolinor Aviation,\N,NA,NRL,NOLINOR,Canada,N
3676,Nomad Aviation,\N,NA,NMD,NOMAD AIR,Namibia,N
3677,Norcopter,\N,NA,NOC,NA,Norway,N
3678,Nord-Flyg,\N,NA,NEF,NORDEX,Sweden,N
3679,Nordeste Linhas Aereas Regionais,\N,JH,NES,NORDESTE,Brazil,N
3680,Nordic Regional,\N,6N,NRD,NORTH RIDER,Sweden,N
3681,Nordic Solutions,\N,NA,NVD,NORDVIND,Lithuania,N
3682,Nordstree (Australia),\N,NA,NDS,NA,Australia,N
3683,Norestair,\N,NA,NRT,NORESTAIR,Spain,N
3684,Norfolk County Flight College,\N,NA,NCF,COUNTY,United Kingdom,Y
3685,Norontair,\N,NA,NOA,NORONTAIR,Canada,N
3686,Norrlandsflyg,\N,NA,HMF,LIFEGUARD SWEDEN,Sweden,N
3687,Norse Air Charter,\N,NA,NRX,NORSE AIR,South Africa,N
3688,Norsk Flyrjeneste,\N,NA,NIR,NORSEMAN,Norway,N
3689,Norsk Helikopter,\N,NA,NOR,NORSKE,Norway,N
3690,Norsk Luftambulanse,\N,NA,DOC,HELIDOC,Norway,N
3691,Nortavia,\N,NA,RTV,TIC-TAC,Portugal,N
3692,North Adria Aviation,\N,NA,NAI,NORTH-ADRIA,Croatia,N
3693,North American Airlines,\N,NA,NTM,NORTHAM,Canada,Y
3694,North American Charters,\N,NA,HMR,HAMMER,Canada,Y
3695,North American Jet Charter Group,\N,NA,NAJ,JET GROUP,United States,N
3696,North Atlantic Air Inc,\N,NA,NAT,MASS AIR,United States,N
3697,North Atlantic Cargo,\N,NA,NFC,NORTH ATLANTIC,Norway,N
3698,North British Airlines,\N,NA,NBN,TEESAIR,United Kingdom,N
3699,North Caribou Flying Service Ltd,\N,NA,NCB,NORTH CARIBOU,Canada,N
3700,North Coast Air Services Ltd,\N,NA,NCC,NORTH COAST,Canada,N
3701,North Coast Aviation,\N,N9,NA,NA,Papua New Guinea,N
3702,North Flying,\N,M3,NFA,NORTH FLYING,Denmark,N
3703,North Sea Airways,\N,NA,NRC,NORTH SEA,Netherlands,N
3704,North Star Air Cargo,\N,NA,SBX,SKY BOX,United States,N
3705,North Vancouver Airlines,\N,NA,NRV,NORVAN,Canada,N
3706,North West Airlines,\N,NA,NWW,HALANT,Australia,N
3707,North West Geomatics,\N,NA,PTO,PHOTO,Canada,N
3708,North-East Airlines,\N,NA,NEN,NORTHEAST SWAN,Nigeria,N
3709,North-West Air Transport Company - Vyborg,\N,NA,VBG,VYBORG AIR,Russia,N
3710,North-Wright Airways,\N,HW,NWL,NORTHWRIGHT,Canada,N
3711,Northafrican Air Transport,\N,NA,NLL,NORTHAFRICAN AIR,Libya,N
3712,Northaire Feight Lines,\N,NA,NFL,GREAT LAKES,United States,N
3713,Northamptonshire School of Flying,\N,NA,NSF,NORTON,United Kingdom,N
3714,Northcoast Executive Airlines,\N,NA,NCE,TOP HAT,United States,N
3715,Northeast Airlines,\N,NA,NEE,NORTHEAST,United States,N
3716,Northeast Aviation,\N,NA,NPX,NORTHEAST EXPRESS,United States,N
3717,Northern Air Cargo,\N,NC,NAC,YUKON,United States,N
3718,Northern Airlines Sanya,\N,NA,BYC,BEIYA,China,N
3719,Northern Airways,\N,NA,NDA,NORTHERN DAKOTA,United States,N
3720,Northern Aviation Service,\N,NA,CMU,LANNA AIR,Thailand,N
3721,Northern Dene Airways,\N,U7,NA,NA,Canada,Y
3722,Northern Executive Aviation,\N,NA,NEX,NEATAX,United Kingdom,N
3723,Northern Illinois Commuter,\N,NA,NIC,ILLINOIS COMMUTER,United States,N
3724,Northern Jet Management,\N,NA,NTX,NORTAX,United States,N
3725,Northern Thunderbird Air,\N,NA,NTA,THUNDERBIRD,Canada,N
3726,Northland Aviation,\N,NA,KOE,KOKEE,United States,N
3727,Northstar Aviation,\N,NA,NSS,NORTHSTAR,United States,N
3728,Northumbria Helicopters,\N,NA,NHL,NORTHUMBRIA,United Kingdom,N
3729,Northway Aviation Ltd,\N,NA,NAL,NORTHWAY,Canada,N
3730,Northwest Aero Associates,\N,NA,NWE,NA,United States,N
3731,Northwest Airlines,\N,NW,NWA,NORTHWEST,United States,Y
3732,Northwest Regional Airlines,\N,FY,NWR,NA,Australia,N
3733,Northwest Territorial Airways,\N,NA,NWT,TERRITORIAL,Canada,N
3734,Northwestern Air,\N,J3,PLR,POLARIS,Canada,Y
3735,Northwinds Northern,\N,NA,NWN,NORTHWINDS,Canada,N
3736,Nortland Air Manitoba,\N,NA,NAM,MANITOBA,Canada,N
3737,Norwegian Air Shuttle,\N,DY,NAX,NOR SHUTTLE,Norway,Y
3738,Norwegian Aviation College,\N,NA,TFN,SPRIT,Norway,Y
3739,Notams International,\N,NA,XNT,NA,United States,N
3740,Nouvel Air Tunisie,\N,BJ,LBT,NOUVELAIR,Tunisia,Y
3741,Nova Airline,\N,M4,NOV,NOVANILE,Sudan,N
3742,Nova Scotia Department of Lands and Forests,\N,NA,PTR,PATROL,Canada,N
3743,Novair,\N,1I,NVR,NAVIGATOR,Sweden,Y
3744,Novogorod Air Enterprise,\N,NA,NVG,SADKO AVIA,Russia,N
3745,Novosibirsk Aircraft Repairing Plant,\N,NA,NSP,NARPAIR,Russia,N
3746,Novosibirsk Aviaenterprise,\N,NA,NBE,NAKAIR,Russia,N
3747,Novosibirsk Aviation Production Association,\N,NA,NPO,NOVSIB,Russia,N
3748,Noy Aviation,\N,NA,NOY,NOY AVIATION,Israel,N
3749,Nuevo Continente,\N,N6,ACQ,AERO CONTINENTE,Peru,N
3750,Nuevo Horizonte Internacional,\N,NA,NHR,NUEVO HORIZONTE,Mexico,N
3751,Nunasi-Central Airlines,\N,NA,NUN,NUNASI,Canada,N
3752,Nurman Avia Indopura,\N,NA,NIN,NURVINDO,Indonesia,N
3753,Nyasa Express,\N,NA,NYS,NYASA,Malawi,N
3754,Nas Air,\N,XY,KNE,NAS EXPRESS,Saudi Arabia,Y
3755,O Air,\N,NA,OCN,O-BIRD,France,N
3756,O'Connor Airlines,\N,UQ,OCM,OCONNOR,Australia,N
3757,OAG,\N,CR,NA,NA,United Kingdom,N
3758,OSACOM,\N,NA,JPA,J-PAT,United States,N
3759,Oasis Hong Kong Airlines,\N,O8,OHK,OASIS,Hong Kong,Y
3760,Ocean Air,\N,NA,BCN,BLUE OCEAN,Mauritania,Y
3761,Ocean Airlines,\N,VC,VCX,OCEANCARGO,Italy,N
3762,Ocean Sky (UK),\N,NA,OCS,OCEANSKY,United Kingdom,N
3763,Ocean Wings Commuter Service,\N,NA,TUK,TUCKERNUCK,United States,N
3764,Oceanair,\N,O6,ONE,OCEANAIR,Brazil,Y
3765,Oceanic Airlines,\N,O2,NA,NA,Guinea,Y
3766,Odessa Airlines,\N,NA,ODS,ODESSA AIR,Ukraine,N
3767,Odyssey International,\N,NA,ODY,ODYSSEY,Canada,N
3768,Office Federal De'Aviation Civile,\N,NA,FOC,FOCA,Switzerland,N
3769,Ogooue Air Cargo,\N,NA,GBO,NA,Gabon,N
3770,Okada Airlines,\N,NA,OKJ,OKADA AIR,Nigeria,N
3771,Okapi Airways,\N,NA,OKP,OKAPI,Democratic Republic of Congo,N
3772,Okay Airways,\N,NA,OKA,OKAYJET,China,N
3773,Oklahoma Department of Public Safety,\N,NA,OKL,OKLAHOMA,United States,N
3774,Olimex Aerotaxi,\N,NA,OLX,OLIMEX,Czech Republic,N
3775,Olimp Air,\N,NA,KVK,PONTA,Kazakhstan,N
3776,Olympic Airlines,\N,OA,OAL,OLYMPIC,Greece,Y
3777,Olympic Aviation,\N,NA,OLY,OLAVIA,Greece,N
3778,Oman Air,\N,WY,OMA,OMAN AIR,Oman,Y
3779,Oman Royal Flight,\N,NA,ORF,OMAN,Oman,N
3780,Omni - Aviacao e Tecnologia,\N,NA,OAV,OMNI,Portugal,N
3781,Omni Air International,\N,OY,OAE,OMNI-EXPRESS,United States,Y
3782,Omniflys,\N,NA,OMF,OMNIFLYS,Mexico,N
3783,Omskavia Airline,\N,N3,OMS,OMSK,Russia,N
3784,On Air Limited,\N,NA,ORL,ON AIR,Canada,N
3785,One Two Go Airlines,\N,NA,OTG,THAI EXPRESS,Thailand,Y
3786,Onetime Airlines Zambia,\N,NA,OTM,ZEDTIME,Zambia,N
3787,Ontario Ministry of Health,\N,NA,MED,MEDICAL,Canada,N
3788,Onur Air,\N,8Q,OHY,ONUR AIR,Turkey,Y
3789,Opal Air,\N,NA,OPA,NA,Australia,N
3790,Open Sky Aviation,\N,NA,OSA,NA,Lebanon,N
3791,OpenSkies,\N,NA,BOS,MISTRAL,United Kingdom,N
3792,Operadora Turistica Aurora,\N,NA,ORR,TURISTICA AURORA,Mexico,N
3793,Operadora de Lineas Ejecutivas,\N,NA,OLE,OPERADORA,Mexico,N
3794,Operadora de Transportes Aereos,\N,NA,OTP,OPERADORA AEREO,Mexico,N
3795,Operadora de Veulos Ejectutivos,\N,NA,OPV,OPERADORA DE VUELOS,Mexico,N
3796,Operation Enduring Freedom,\N,NA,LLO,APOLLO,Canada,N
3797,Operational Aviation Services,\N,NA,OAX,NA,Australia,N
3798,Orange Air Services,\N,NA,ORD,ORANGE SERVICES,Sierra Leone,N
3799,Orange Air Sierra Leone,\N,NA,ORJ,ORANGE SIERRA,Sierra Leone,N
3800,Orange Aviation,\N,NA,ORE,ORANGE AVIATION,Israel,N
3801,Orbit Express Airlines,\N,NA,ORX,OREX,Turkey,N
3802,Orca Air,\N,NA,ORK,ORCA TAXI,Egypt,N
3803,Orebro Aviation,\N,NA,BUE,BLUELIGHT,Sweden,N
3804,Orel State Air Enterprise,\N,NA,ORM,ORPRISE,Russia,N
3805,Orenburg Airlines,\N,R2,ORB,ORENBURG,Russia,Y
3806,Organizacion De Transportes Aereos,\N,NA,OTA,ORGANIZACION,Mexico,N
3807,Organizacoes Mambra,\N,NA,OML,MAMBRA,Angola,N
3808,Orient Air,\N,NA,OVV,ORIENTSYR,Syrian Arab Republic,N
3809,Orient Airlines,\N,NA,OTR,ORIENTROC,Sudan,N
3810,Orient Airways,\N,NA,ORN,ORIENT LINER,Pakistan,N
3811,Orient Thai Airlines,\N,OX,OEA,ORIENT THAI,Thailand,Y
3812,Oriental Air Bridge,\N,NA,NGK,ORIENTAL BRIDGE,Japan,N
3813,Oriental Airlines,\N,NA,OAC,ORIENTAL AIR,Nigeria,N
3814,Origin Pacific Airways,\N,QO,OGN,ORIGIN,New Zealand,Y
3815,Orion Air Charter,\N,NA,OED,ORION CHARTER,South Africa,N
3816,Orion-x,\N,NA,OIX,ORIONIX,Russia,N
3817,Orlan-2000,\N,NA,KOV,ORLAN,Kazakhstan,N
3818,Ornage Aircraft Leasing,\N,NA,RNG,ORANGE,Netherlands,N
3819,Orscom Tourist Installations Company,\N,NA,OAD,ORSCOM,Egypt,N
3820,Osh Avia,\N,NA,OSH,OSH AVIA,Kyrgyzstan,N
3821,Ostend Air College,\N,NA,OCO,AIR COLLEGE,Belgium,N
3822,Ostfriesische Lufttransport,\N,OL,OLT,OLTRA,Germany,Y
3823,Oulun Tilauslento,\N,NA,FNL,FINN FLIGHT,Finland,N
3824,Our Airline,\N,ON,RON,OUR AIRLINE,Nauru,N
3825,Out Of The Blue Air Safaris,\N,NA,OOT,OOTBAS,South Africa,N
3826,Overland Airways,\N,OJ,OLA,OVERLAND,Nigeria,Y
3827,Oxaero,\N,NA,OXE,OXOE,United Kingdom,N
3828,Oxford Air Services,\N,NA,WDK,WOODSTOCK,United Kingdom,N
3829,Oxley Aviation,\N,NA,OAA,NA,Australia,N
3830,Ozark Air Lines,\N,OZ,OZR,OZARK,United States,N
3831,Ozjet Airlines,\N,O7,OZJ,AUSJET,Australia,Y
3832,P & P Floss Pick Manufacturers,\N,NA,KTL,KNOTTSBERRY,South Africa,N
3833,PAC Air,\N,NA,PCR,PACAIR,United States,N
3834,PAN Air,\N,PV,PNR,SKYJET,Spain,Y
3835,PB Air,\N,9Q,PBA,PEEBEE AIR,Thailand,Y
3836,PDQ Air Charter,\N,NA,PDQ,DISPATCH,United States,N
3837,PHH Aviation System,\N,NA,XAS,NA,United States,N
3838,PLM Dollar Group,\N,NA,PDG,OSPREY,United Kingdom,N
3839,PLUNA,\N,PU,PUA,PLUNA,Uruguay,Y
3840,PMTair,\N,U4,PMT,MULTITRADE,Cambodia,Y
3841,PRT Aviation,\N,NA,PRP,PRONTO,Spain,N
3842,PSA Airlines,\N,NA,JIA,BLUE STREAK,United States,N
