BvD,name,ISO,NACE,revenue,employees,city,ROE,ind.NAICS,logrev
JP7010001119831,"WELCIA HOLDINGS CO.,LTD.",JP,6420,7936746.116,9882,TOKYO,22.125,64,6.899642488
KR1101113352004,HANA FINANCIAL GROUP,KR,6420,7885617.658,123,SEOUL,12.286,64,6.896835716
JP8120001077489,TEIJIN LIMITED,JP,2060,7854149.305,20075,OSAKA,10.101,20,6.895099153
JP6011001110293,ITOHAM YONEKYU HOLDINGS INC,JP,1089,7842226.581,8327,TOKYO,7.54,10,6.894439386
JP7010401024061,HASEKO CORPORATION,JP,4299,7783155.742,7315,MINATO,22.481,42,6.891155721
KR1101110090037,"GS RETAIL CO.,LTD.",KR,4711,7779347.828,NA,SEOUL,9.193,47,6.89094319
KR1101110076300,LOTTE CORPORATION,KR,1082,7649128.995,NA,SEOUL,-8.153,10,6.883611985
JP8010701007715,NSK LTD,JP,2815,7645207.255,30747,TOKYO,4.571,28,6.883389263
JP1430001009475,AIR WATER INC,JP,2011,7511214.61,18211,OSAKA,14.164,20,6.875710171
JP7180001045235,TOYODA GOSEI CO LTD,JP,2219,7499531.077,39403,NAGOYA,4.35,22,6.875034109
KR1101112137895,"DAEWOO ENGINEERING & CONSTRUCTION CO.,LTD.",KR,7112,7472665.692,NA,SEOUL,12.498,71,6.873475553
JP3010801000723,"ALPS ALPINE CO.,LTD.",JP,2611,7456945.979,40443,TOKYO,4.378,26,6.872560997
JP6011101002696,H I S CO LTD,JP,7911,7429109.53,15202,TOKYO,16.425,79,6.870936761
JP1010401009745,KOITO MANUFACTURING CO LTD,JP,2931,7368243.124,24769,MINATO,16.369,29,6.867363948
JP5011001005222,OLYMPUS CORPORATION,JP,2670,7363266.123,35174,TOKYO,20.916,26,6.867070497
JP4120001049021,NAGASE & CO LTD,JP,2059,7355648.828,7207,HIGASHI-OSAKA,7.726,20,6.866620987
JP5040001020385,ARATA CORPORATION,JP,4645,7324995.653,2984,CHIBA,12.842,46,6.864807371
JP7010701026096,TOYO SEIKAN GROUP HOLDINGS LTD,JP,2592,7275198.043,19307,SHINAGAWA,1.109,25,6.86184482
JP9010001034946,MITSUI E&S HOLDINGS CO LTD,JP,3011,7235299.237,13408,TOKYO,-88.803,30,6.859456497
JP5250001010002,TOSOH CORPORATION,JP,2059,7231674.582,13336,TOKYO,13.721,20,6.859238875
KR1101112095837,"DAEWOO SHIPBUILDING & MARINE ENGINEERING CO.,LTD.",KR,3011,7219506.765,NA,NA,-1.302,30,6.858507528
KR1101110192180,"LG INNOTEK CO.,LTD.",KR,2611,7170554.797,NA,SEOUL,7.177,26,6.855552759
JP4430001029116,TSURUHA HOLDINGS INC.,JP,6420,7156745.786,8834,NA,19.669,64,6.854715591
KR1201110234469,"DOOSAN INFRACORE CO.,LTD.",KR,2892,7070167.608,NA,INCHEON,27.131,28,6.849429709
JP7011401003807,DIC CORPORATION,JP,2030,7043328.171,20513,NA,10.095,20,6.847777924
JP2120901019851,HANKYU HANSHIN HOLDINGS INC,JP,4910,7016099.598,22800,CHIYODA,9.251,49,6.846095745
KR1101110013328,MERITZ FIRE & MARINE INSURANCE CO. LTD,KR,6500,6981356.115,NA,SEOUL,17.036,65,6.843939792
KR1101110226533,KOREAN REINSURANCE CO.,KR,6500,6954178.709,NA,SEOUL,10.058,65,6.842245847
KR1301110001626,"SAMSUNG ELECTRO-MECHANICS CO.,LTD.",KR,2611,6944910.827,NA,SUWON-SI,13.067,26,6.841666674
JP4430001022351,HOKKAIDO ELECTRIC POWER CO INC,JP,3511,6885630.412,10736,NA,13.516,35,6.837943708
JP2120901001628,NITTO DENKO CORPORATION,JP,2059,6866982.757,25793,OSAKA,9.999,20,6.836765957
JP8240001000777,IZUMI CO LTD,JP,4719,6803912.445,4455,HIROSHIMA,13.19,47,6.832758716
JP8140001005720,KAWASAKI KISEN KAISHA LTD,JP,5020,6764342.459,6164,CHIYODA,5.651,50,6.830225587
JP3240001041231,EDION CORPORATION,JP,6420,6748620.288,8778,OSAKA,7.487,64,6.829214993
JP9470001001933,SHIKOKU ELECTRIC POWER CO INC,JP,3511,6745050.83,8143,TAKAMATSU,8.015,35,6.828985227
JP2010701019195,"LAWSON, INC.",JP,4711,6674908.785,10572,TOKYO,11.011,47,6.824445335
JP7010701015826,TAIYO NIPPON SANSO CORPORATION,JP,2011,6674549.516,19229,NA,14.244,20,6.824421959
JP5010701022329,BANDAI NAMCO HOLDINGS INC.,JP,3240,6660432.612,9052,TOKYO,17.32,32,6.823502439
JP7140001005647,KANEMATSU CORPORATION,JP,4652,6658325.896,7182,TOKYO,16.214,46,6.823365048
KR1101112208000,LG HOUSEHOLD & HEALTHCARE LTD.,KR,2042,6637955.031,NA,SEOUL,26.336,20,6.822034306
JP3120001048981,NTN CORPORATION,JP,2815,6613496.502,24988,HIGASHI-OSAKA,1.192,28,6.820431128
JP8020001075701,RENESAS ELECTRONICS CORPORATION,JP,2611,6582138.673,18958,TOKYO,0.041,26,6.818367028
JP8500001014833,UNICHARM CORPORATION,JP,1722,6566687.793,16304,MINATO,12.809,17,6.817346369
KR1101116981206,WOORI FINANCIAL GROUP,KR,6420,6539956.04,159,SEOUL,11.117,64,6.815574829
JP9010001060208,LIFE CORPORATION,JP,4711,6532760.7,6384,OSAKA,13.502,47,6.81509675
JP6050001000897,K'S HOLDINGS CORPORATION,JP,4741,6515382.009,6735,MITO,13.022,47,6.813939884
JP6010001000001,EISAI CO LTD,JP,2120,6412990.101,NA,TOKYO,18.226,21,6.80706057
JP2010601007861,FUJIKURA LTD,JP,2434,6408024.08,57228,TOKYO,4.361,24,6.806724135
JP5010601039654,"RESONA HOLDINGS, INC",JP,6420,6402548.519,20760,TOKYO,9.159,64,6.806352878
JP7120001072994,NIPPON PAINT HOLDINGS CO LTD,JP,2030,6390899.677,25970,OSAKA,11.558,20,6.805562
JP5010001008763,NIKON CORPORATION,JP,2670,6388929.237,20917,TOKYO,14.255,26,6.805428078
KR1601110003931,"HARIM HOLDINGS CO.,LTD.",KR,6420,6348470.743,NA,NA,7.675,64,6.802669123
KR1101110168595,"SAMSUNG HEAVY INDUSTRIES CO.,LTD.",KR,3011,6347949.677,NA,SEONGNAM-SI,-21.72,30,6.802633475
JP1010001016860,NIPPON SUISAN KAISHA LTD,JP,1020,6347893.503,9247,MINATO,13.153,10,6.802629632
JP8010001166286,UNITED SUPER MARKETS HOLDINGS INC,JP,4711,6322303.656,7348,TOKYO,2.86,47,6.800875351
JP8120001077357,IWATANI CORPORATION,JP,4671,6318040.696,9849,OSAKA,16.844,46,6.800582419
KR1942110000125,HYUNDAI WIA CORPORATION,KR,2932,6317693.988,NA,NA,1.6,29,6.800558586
JP1120001036880,RENGO CO LTD,JP,1721,6290524.596,18902,OSAKA,14.227,17,6.798686865
JP5011501002900,CHUGAI PHARMACEUTICAL CO LTD,JP,2110,6288342.863,7394,NA,24.344,21,6.798536213
JP5200001023784,VALOR HOLDINGS CO LTD,JP,4711,6238233.886,8168,TAJIMI,9.146,47,6.795061653
JP1130001016824,OMRON CORPORATION,JP,2611,6237166.728,28006,KYOTO,9.733,26,6.794987354
JP3011101037398,NOMURA REAL ESTATE HOLDINGS INC,JP,6831,6223505.274,7176,TOKYO,12.934,68,6.794035062
JP1010601022399,HITACHI TRANSPORT SYSTEM LTD,JP,4941,6202796.902,23837,NA,14.139,49,6.792587561
KR1347110002206,HANON SYSTEMS CORP.,KR,2932,6179091.973,NA,DAEJEON,18.372,29,6.79092466
KR1101350000903,INDUSTRIAL BANK OF KOREA,KR,6419,6145153.823,13520,SEOUL,11.175,64,6.788532758
JP2010701003604,SAN-AI OIL CO LTD,JP,4671,6144701.224,1995,SHINAGAWA,13.102,46,6.788500771
JP2250001002992,UBE INDUSTRIES LIMITED,JP,2059,6144360.837,10890,MINATO,8.567,20,6.788476712
JP7020001006616,NHK SPRING CO LTD,JP,2593,6113146.485,18419,YOKOHAMA,4.262,25,6.786264803
JP2120001077362,ITOCHU-SHOKUHIN CO LTD,JP,4617,6083201.682,1170,OSAKA,6.83,46,6.784132215
KR1101110562804,ASIANA AIRLINES INC.,KR,5110,6016400.813,NA,SEOUL,-136.286,51,6.779336761
JP6010601014508,TOBU RAILWAY CO LTD,JP,4910,6015400.391,20112,TOKYO,11.426,49,6.77926454
JP4010401030574,THE YOKOHAMA RUBBER COMPANY LIMITED,JP,2211,6007404.458,27428,MINATO,13.506,22,6.778686872
JP9010001098116,UACJ CORPORATION,JP,2442,5962225.287,10366,TOKYO,4.869,24,6.775408382
KR1101114952093,"HANKOOK TIRE & TECHNOLOGY CO.,LTD.",KR,2211,5945127.544,NA,SEONGNAM-SI,8.242,22,6.774161176
JP8180001010997,BROTHER INDUSTRIES LTD,JP,2751,5884048.041,37697,NAGOYA,15.061,27,6.76967621
JP5430001012905,NITORI HOLDINGS CO LTD,JP,4759,5870868.542,14337,SAPPORO,18.733,47,6.768702356
JP3011001015116,TERUMO CORPORATION,JP,3250,5829098.637,26438,TOKYO,14.104,32,6.765601404
JP1010401032433,FUJI MEDIA HOLDINGS INC,JP,6020,5809402.224,1609,TOKYO,7.623,60,6.764131447
JP2010401045277,ZENSHO HOLDINGS CO LTD,JP,5610,5799770.209,14402,TOKYO,18.031,56,6.763410787
KR1101110168404,KOREA ZINC COMPANY LTD.,KR,2445,5782355.313,NA,SEOUL,12.991,24,6.762104775
JP7230001003022,HOKURIKU ELECTRIC POWER COMPANY,JP,3511,5777727.89,8562,TOYAMA,6.568,35,6.761757084
JP3200001013795,SEINO HOLDINGS CO LTD,JP,4941,5769328.626,29306,OGAKI,9.22,49,6.761125277
JP1010401004837,NOK CORPORATION,JP,2932,5766467.54,40492,TOKYO,1.538,29,6.760909852
JP6040001059563,JAPAN DISPLAY INC,JP,2611,5739821.743,10085,TOKYO,NA,26,6.758898405
JP8180001031837,NAGOYA RAILROAD CO LTD,JP,4910,5730598.174,29576,NAGOYA,10.798,49,6.758199957
KR1101111707178,NAVER CORPORATION,KR,6209,5694766.069,NA,SEONGNAM-SI,14.93,62,6.755475889
JP5010401008297,CANON MARKETING JAPAN INC,JP,4666,5692210.188,17001,MINATO,10.244,46,6.755280928
JP1012401000634,SUNDRUG CO LTD,JP,4773,5683247.666,5241,NA,18.546,47,6.754596582
KR1101110003543,LG CORP.,KR,2611,5679166.6,NA,SEOUL,5.37,26,6.754284609
JP9010401006818,KANDENKO CO LTD,JP,4321,5668289.064,10003,MINATO,13.483,43,6.75345199
JP8430001041570,MEGMILK SNOW BRAND CO LTD,JP,1051,5643100.47,5367,TOKYO,9.481,10,6.751517783
JP9010001008768,MITSUBISHI GAS CHEMICAL COMPANY INC,JP,2014,5642539.293,8954,CHIYODA,6.265,20,6.751474592
JP8120001059628,KANEKA CORPORATION,JP,2016,5599017.554,10571,OSAKA,8.846,20,6.748111829
JP9290001025414,COSMOS PHARMACEUTICAL CORPORATION,JP,4773,5589838.224,4240,FUKUOKA,21.49,47,6.747399239
JP3010001028689,FUYO GENERAL LEASE CO LTD,JP,7739,5572656.211,1960,CHIYODA,13.584,77,6.746062251
KR1101110028848,"SHINSEGAE CO.,LTD.",KR,4719,5522735.938,NA,SEOUL,20.329,47,6.742154279
JP4120001077360,INABATA & CO LTD,JP,2611,5522649.684,4282,OSAKA,11.309,26,6.742147496
KR1101110240509,"SAMSUNG ENGINEERING CO.,LTD.",KR,7112,5500069.333,NA,SEOUL,30.278,71,6.740368164
JP1290801002603,TOTO LTD,JP,2342,5487553.087,33554,FUKUOKA,9.879,23,6.739378735
JP8010401029662,MORINAGA MILK INDUSTRY CO LTD,JP,1051,5435989.148,6303,MINATO,14.473,10,6.735278581
JP2040001040238,MATSUMOTOKIYOSHI HOLDINGS CO LTD,JP,4773,5433238.458,6569,CHIBA,17.042,47,6.735058766
KR1101110026644,AMORE PACIFIC GROUP,KR,2042,5427755.451,NA,SEOUL,12.811,20,6.734620272
JP1120001063033,KINDEN CORPORATION,JP,4321,5390110.581,12984,OSAKA,10.294,43,6.731597675
JP8010001034889,NICHIREI CORPORATION,JP,1089,5380478.566,15824,TOKYO,15.566,10,6.730820906
JP7011101019599,HOYA CORPORATION,JP,2670,5304011.222,36795,TOKYO,23.403,26,6.724604434
JP1010001000006,PENTA-OCEAN CONSTRUCTION CO LTD,JP,4299,5279135.417,3416,NA,22.969,42,6.722562802
JP1260001013156,KURARAY CO LTD,JP,2060,5276823.474,4181,CHIYODA,0.537,20,6.722372566
JP7120001059653,SENKO GROUP HOLDINGS CO LTD,JP,4941,5244066.418,16693,OSAKA,14.643,49,6.719668184
JP7290801005328,SANKYU INC,JP,4941,5238831.827,31496,TOKYO,17.935,49,6.719234457
KR1101116770138,HYOSUNG TNC CORPORATION,KR,NA,5167684.269,NA,SEOUL,47.055,NA,6.713295972
KR1313110140776,MANDO CORPORATION,KR,2932,5166589.448,NA,PYEONGTAEK,11.674,29,6.713203953
KR1101110006456,HANWHA GENERAL INSURANCE CO. LTD,KR,6500,5165855.14,NA,SEOUL,-6.691,65,6.713142224
JP3010701014889,COMSYS HOLDING CORPORATION,JP,6190,5159908.181,16844,SHINAGAWA,12.706,61,6.712641974
KR1101116555770,"BGF RETAIL CO.,LTD.",KR,4711,5135660.996,NA,SEOUL,32.297,47,6.710596348
JP4010401054474,NIPPON SHEET GLASS CO LTD,JP,2311,5135556.755,26803,MINATO,-15.363,23,6.710587533
JP5013301022087,SEIBU HOLDINGS INC,JP,7990,5102024.095,23504,NA,5.027,79,6.707742505
JP8010001008736,NISSHIN SEIFUN GROUP INC,JP,1061,5096853.811,6760,TOKYO,7.906,10,6.707302177
JP4120001051530,KEYENCE CORPORATION,JP,2611,5076752.705,8419,OSAKA,15.941,26,6.705586009
JP4010901024332,VITAL KSK HOLDINGS INC,JP,4690,5046087.49,3627,TOKYO,7.943,46,6.702954776
JP9500001014345,DAIO PAPER CORPORATION,JP,1712,5026982.694,10446,TOKYO,14.914,17,6.70130739
JP3010001014251,KINTETSU WORLD EXPRESS INC,JP,7990,5009503.392,17339,TOKYO,10.47,79,6.699794675
JP5011001028165,OPEN HOUSE CO LTD,JP,6831,5005799.051,2642,TOKYO,40.342,68,6.699473412
JP6011001006277,KEWPIE CORPORATION,JP,1039,5001585.44,15452,TOKYO,11.739,10,6.699107692
JP3140001057907,MAXVALU NISHINIHON CO LTD,JP,4711,4963336.524,5304,NA,-3.043,47,6.695773722
JP9180301013006,SUGI HOLDINGS CO LTD,JP,4773,4953967.236,6182,OBU,16.375,47,6.69495313
JP3010401094447,IBJ LEASING COMPANY LIMITED,JP,6492,4946007.53,1745,TOKYO,13.555,64,6.694254773
KR1101110145519,"HOTEL SHILLA CO.,LTD.",KR,5510,4938077.815,NA,SEOUL,24.543,55,6.693557929
JP1011001005060,ODAKYU ELECTRIC RAILWAY CO LTD,JP,4910,4913818.017,14193,TOKYO,9.226,49,6.691419068
JP9013301019047,HIKARI TSUSHIN INC,JP,6190,4908371.834,6449,TOKYO,25.129,61,6.690937455
KR1101110031338,"DONGKUK STEEL MILL CO.,LTD.",KR,2432,4887227.1,NA,SEOUL,-4.46,24,6.68906252
JP4010001054032,NOMURA RESEARCH INSTITUTE LTD,JP,6209,4865437.15,13278,TOKYO,36.328,62,6.687121867
JP3010001097635,SMC CORPORATION,JP,2899,4839006.606,20853,CHIYODA,12.618,28,6.684756215
JP1010001034978,JAPAN PULP AND PAPER COMPANY LIMITED,JP,4690,4827758.956,3893,TOKYO,8.799,46,6.683745578
JP3011001031955,KYOWA EXEO CORPORATION,JP,4221,4825887.931,13882,NA,9.942,42,6.683577232
JP4021001013588,NOJIMA CORPORATION,JP,4741,4820312.954,6786,YOKOHAMA,25.805,47,6.683075235
KR1101113471036,AMOREPACIFIC CORP.,KR,2042,4819608.109,NA,SEOUL,8.255,20,6.683011726
JP9020001110309,MACNICA FUJI ELECTRONICS HOLDINGS INC,JP,4652,4794783.974,3453,YOKOHAMA,7.162,46,6.680769045
JP1010801001748,EBARA CORPORATION,JP,2813,4787609.784,17080,TOKYO,12.056,28,6.680118746
JP4011001009265,SAPPORO HOLDINGS LIMITED,JP,1105,4787417.335,7736,NA,3.716,11,6.680101288
JP6030001004272,SHIMAMURA CO LTD,JP,4771,4779652.789,3162,SAITAMA,5.683,47,6.679396349
KR1101110193740,"HMM CO.,LTD.",KR,5020,4761693.794,NA,SEOUL,-53.876,50,6.677761464
JP5011001061661,T-GAIA CORPORATION,JP,6209,4750532.122,3884,NA,43.748,62,6.676742259
JP1430001018377,ARCS COMPANY LIMITED,JP,4711,4746051.325,5132,SAPPORO,8.466,47,6.676332431
JP2013301010706,"FAMILYMART CO., LTD.",JP,4711,4742714.945,13955,TOKYO,7.724,47,6.676027023
JP3090001010053,FANUC LTD,JP,2849,4675731.532,8164,YAMANASHI,7.399,28,6.669849567
JP6010001034882,NISSHINBO HOLDINGS INC,JP,1310,4670637.648,22889,NA,-0.894,13,6.669376176
JP6010001034874,TODA CORPORATION,JP,4120,4601839.364,5296,NA,14.243,41,6.662931455
JP5180001081083,TOKAI RIKA CO LTD,JP,2932,4599834.565,19452,NA,9.507,29,6.662742212
JP3021001037076,NISSAN SHATAI CO LTD,JP,2920,4589061.796,4053,HIRATSUKA,5.084,29,6.661723906
JP3011201000900,LEOPALACE21 CORPORATION,JP,6831,4554841.526,7600,TOKYO,-79.717,68,6.658473271
KR1942110000480,"HANWHA AEROSPACE CO.,LTD.",KR,2640,4546652.657,NA,CHANGWON,6.287,26,6.657691777
JP2180301013342,MAKITA CORPORATION,JP,2824,4531895.28,17090,ANJO,11.465,28,6.656279866
JP5010001034958,YUASA TRADING CO LTD,JP,4614,4520220.947,2242,CHIYODA,16.348,46,6.655159664
JP3011001002279,ITO EN LTD,JP,1107,4513455.707,8269,TOKYO,14.899,11,6.654509185
JP6180001037514,DAIDO STEEL CO LTD,JP,2432,4511692.888,13436,NAGOYA,6.848,24,6.654339529
JP1150001006212,DMG MORI CO LTD,JP,2849,4506249.824,12837,NAGOYA,24.608,28,6.653815265
JP4010001008789,MAEDA CORPORATION,JP,4299,4488095.831,6545,TOKYO,7.692,42,6.652062122
JP2010001010788,ITOCHU TECHNO-SOLUTIONS CORPORATION,JP,6201,4486936.677,8808,CHIYODA,17.413,62,6.651949941
JP2180001022387,TOHO GAS CO LTD,JP,3522,4467553.052,6198,NAGOYA,7.248,35,6.650069718
JP1010001008750,DOWA HOLDINGS CO LTD,JP,2444,4463017.633,6986,CHIYODA,11.138,24,6.649628603
JP9120901006249,SHIP HEALTHCARE HOLDINGS INC,JP,4690,4456255.903,6368,SUITA,18.981,46,6.648970123
JP3120001077477,SUMITOMO DAINIPPON PHARMA CO LTD,JP,2110,4450956.915,6457,OSAKA,13.281,21,6.64845339
JP8010701016022,TOSHIBA TEC CORPORATION,JP,2620,4450772.922,20014,SHINAGAWA,10.54,26,6.648435437
JP5010001111996,J. FRONT RETAILING CO LTD,JP,4719,4446535.777,6579,TOKYO,9.298,47,6.648021791
JP3010001008732,JGC HOLDINGS CORPORATION,JP,4329,4423266.022,7607,YOKOHAMA,6.635,43,6.645743059
JP9290001017163,YAMAE HISANO CO LTD,JP,4649,4405914.365,3547,FUKUOKA,12.494,46,6.644036052
JP3180301001916,FUTABA INDUSTRIAL CO LTD,JP,2932,4380542.929,10540,OKAZAKI,13.518,29,6.641527941
JP6010401082746,JSR CORPORATION,JP,2017,4358509.81,9050,MINATO,6.726,20,6.639338028
JP7010701011370,MITSUI MINING & SMELTING CO LTD,JP,2444,4352428.853,12197,SHINAGAWA,3.344,24,6.638731681
JP2010001131477,SUMITOMO MITSUI CONSTRUCTION CO LTD,JP,4299,4345924.713,4705,NA,23.172,42,6.638082198
JP1120001049040,YAMAZEN CORPORATION,JP,2829,4343983.59,3077,OSAKA,12.296,28,6.637888176
KR1301110005727,"SK DISCOVERY CO.,LTD.",KR,2059,4336731.47,NA,SEONGNAM-SI,9.948,20,6.637162532
JP7120001057574,NISSIN FOODS HOLDINGS CO LTD,JP,1073,4326016.708,12983,SHINSHUKU,12.046,10,6.636088192
JP2040001071167,KIKKOMAN CORPORATION,JP,1039,4311094.905,7376,NA,13.656,10,6.634587584
KR1101110205975,"KUMHO PETRO CHEMICAL CO.,LTD.",KR,2016,4299474.612,NA,SEOUL,14.43,20,6.633415389
KR1601110067804,KT&G CORPORATION,KR,1200,4286752.776,NA,DAEJEON,16.908,12,6.632128438
JP9010701027118,NIPPON LIGHT METAL HOLDINGS COMPANY LTD,JP,2442,4286531.886,13611,TOKYO,6.2,24,6.632106059
JP3040001029379,ORIENTAL LAND CO LTD,JP,9329,4272769.236,8034,CHIBA,10.866,93,6.630709438
JP5370001003340,KAMEI CORPORATION,JP,4671,4264289.764,5008,SENDAI,9.719,46,6.629846708
KR1101110413247,"SK GAS CO.,LTD.",KR,4671,4259003.019,NA,SEONGNAM-SI,5.45,46,6.629307948
KR1101112276809,SEAH HOLDINGS CORPORATION,KR,2599,4258648.007,NA,SEOUL,3.299,25,6.629271746
JP3010701015631,FUJI OIL CO LTD,JP,910,4253578.803,678,TOKYO,-68.758,9,6.628754483
JP4030001055722,YAOKO CO LTD,JP,4711,4236209.898,3613,KAWAGOE,18.033,47,6.626977471
JP3010401016070,SOHGO SECURITY SERVICES CO LTD,JP,8010,4232916.429,37902,MINATO,14.185,80,6.626639694
JP7010401006126,OKI ELECTRIC INDUSTRY CO LTD,JP,2630,4206283.494,17751,TOKYO,18.462,26,6.62389854
JP4011001034156,CYBERAGENT INC,JP,6209,4202047.303,5139,TOKYO,17.598,62,6.623460937
JP4120001125937,DAICEL CORPORATION,JP,2016,4190939.599,12319,OSAKA,12.696,20,6.622311402
JP3130001030352,MITSUBISHI NICHIYU FORKLIFT CO LTD,JP,2920,4129880.547,12029,NA,0.836,29,6.61593749
JP6260001006015,BENESSE HOLDINGS INC,JP,8552,4126743.472,20673,OKAYAMA,9.255,85,6.615607473
JP6180001076207,SUMITOMO RIKO COMPANY LIMITED,JP,2219,4106163.895,26109,KOMAKI,4.434,22,6.61343628
JP2010001134133,TIS INC,JP,5829,4082033.259,19744,TOKYO,18.002,58,6.610876539
JP5120001050011,DAIFUKU CO. LTD.,JP,2822,4081821.668,10863,OSAKA,16.771,28,6.610854027
JP8120001068678,NIPRO CORPORATION,JP,3250,4070984.501,32786,NA,-6.3,32,6.609699449
JP3180001010829,NGK INSULATORS LTD,JP,2343,4065832.707,20000,NAGOYA,9.344,23,6.609149505
JP6010601040090,MIRAIT HOLDINGS CORPORATION,JP,4221,4058564.997,12580,TOKYO,10.668,42,6.608372506
JP3011101010289,SANWA HOLDINGS CORPORATION,JP,2512,4049319.367,11474,SHINSHUKU,19.504,25,6.607382031
JP4010001008855,DAIWA SECURITIES GROUP INC,JP,6420,4035878.704,15320,TOKYO,6.744,64,6.605938105
JP1210001001082,KUMAGAI GUMI CO LTD,JP,4120,4012428.841,4154,SHINSHUKU,18.286,41,6.603407343
JP5013301012443,RYOHIN KEIKAKU CO LTD,JP,4649,4010164.65,9615,TOKYO,16.597,46,6.603162204
JP4010701019160,DCM HOLDINGS CO LTD,JP,6420,3997906.88,4248,TOKYO,10.196,64,6.601832674
JP3011101005999,KEIO CORPORATION,JP,4910,3989595.354,13444,NA,7.61,49,6.600928849
KR1101110381387,E1 CORPORATION,KR,4671,3980195.099,NA,SEOUL,-0.433,46,6.599904361
JP6290001012621,KYUSHU RAILWAY COMPANY,JP,5229,3980165.731,17450,FUKUOKA,10.301,52,6.599901156
JP3160001008726,HEIWADO CO LTD,JP,4711,3963811.815,5542,HIKONE,6.02,47,6.598113028
JP9010001034987,NIPPO CORPORATION,JP,4120,3947249.446,6166,NA,10.296,41,6.596294572
JP6290001001120,KYUDENKO CORPORATION,JP,4321,3946081.093,9921,FUKUOKA,19.46,43,6.596166006
JP6010401024970,HITACHI CAPITAL CORPORATION,JP,6492,3937277.045,5643,TOKYO,10.739,64,6.595195975
JP3180001010845,NGK SPARK PLUG CO LTD,JP,2932,3933532.794,16430,NAGOYA,11.195,29,6.594782775
JP1010401051458,NIPPON TELEVISION HOLDINGS INC,JP,6020,3924553.953,4732,NA,6.103,60,6.593790304
KR1101110624688,TONG YANG LIFE INSURANCE CO. LTD,KR,6500,3909524.15,NA,SEOUL,6.292,65,6.5921239
KR1101115402237,DOOSAN BOBCAT INC.,KR,2899,3894930.178,NA,SEOUL,10.175,28,6.590499677
JP2180001007751,AT-GROUP CO LTD,JP,4519,3861693.281,6517,NAGOYA,5.922,45,6.586777776
JP2010401020321,TOYO SUISAN KAISHA LTD,JP,1073,3827332.239,4791,MINATO,10.252,10,6.582896164
JP3080401005595,YAMAHA CORPORATION,JP,3220,3826071.889,20203,HAMAMATSU,14.466,32,6.582753126
JP9120001038564,JOSHIN DENKI CO LTD,JP,4754,3823762.781,3940,OSAKA,9.1,47,6.582490942
JP8120001088461,FUJI OIL HOLDINGS INC,JP,1041,3815335.918,5874,OSAKA,14.735,10,6.581532781
KR1353110013606,KOLON INDUSTRIES INC.,KR,2060,3806521.423,NA,SEOUL,4.139,20,6.580528278
KR1101110030528,KOLON CORPORATION,KR,2060,3805456.732,NA,NA,1.525,20,6.580406788
JP7210001004022,MITANI CORPORATION,JP,4673,3795749.901,2222,FUKUI-SHI,12.47,46,6.579297589
JP5290801010767,YASKAWA ELECTRIC CORPORATION,JP,2711,3768619.853,12889,KITAKYUSHU,10.66,27,6.576182332
JP5140001048243,KANSAI PAINT CO LTD,JP,2030,3743201.601,16459,OSAKA,10.755,20,6.573243218
JP7010401029746,YAKULT HONSHA CO LTD,JP,1051,3735087.525,28395,MINATO,14.251,10,6.572300783
JP6010701008888,PRIMA MEAT PACKERS LTD,JP,1013,3723611.774,3337,SHINAGAWA,14.734,10,6.570964395
JP4012401012569,YOKOGAWA ELECTRIC CORPORATION,JP,2829,3720625.703,18107,MUSASHINO,8.838,28,6.570615982
JP9010801018108,COCOKARA FINE INC,JP,4690,3715501.508,6429,YOKOHAMA,9.288,46,6.570017442
JP3120001031541,HITACHI ZOSEN CORPORATION,JP,2899,3702392.032,10707,OSAKA,3.013,28,6.568482403
KR1101110205850,HYUNDAI CORPORATION,KR,4690,3682289.973,NA,SEOUL,4.922,46,6.566117985
KR1101116740008,HYUNDAI DEVELOPMENT COMPANY LTD.,KR,4120,3641811.678,NA,SEOUL,25.043,41,6.561317484
JP6130001025374,GS YUASA CORPORATION,JP,2720,3638942.168,13542,KYOTO,11.354,27,6.560975154
JP2013201003041,STANLEY ELECTRIC CO LTD,JP,2740,3602778.413,17121,TOKYO,7.192,27,6.556637552
JP8010401021454,NISHIMATSU CONSTRUCTION CO LTD,JP,4120,3602769.213,3005,MINATO,12.763,41,6.556636443
JP4290001009413,NISHI-NIPPON RAILROAD CO LTD,JP,4931,3582760.013,19618,NA,6.894,49,6.554217718
JP8010001074167,SCSK CORPORATION,JP,6201,3560285.311,13979,TOKYO,21.128,62,6.551484803
JP3020001018029,CHIYODA CORPORATION,JP,1920,3550368.108,4662,YOKOHAMA,76.371,19,6.550273384
JP6130001021068,SHIMADZU CORPORATION,JP,2651,3545933.885,13182,KYOTO,14.239,26,6.549730634
JP6010001008671,KNT-CT HOLDINGS CO LTD,JP,7911,3545188.715,6968,SHINSHUKU,-17.237,79,6.549639358
JP5010601030357,ASKUL CORPORATION,JP,4618,3544041.053,3477,NA,9.085,46,6.549498744
JP8010401007296,KYB CORPORATION,JP,2899,3521702.053,15439,TOKYO,-51.894,28,6.546752611
JP3010001008757,DENKA COMPANY LIMITED,JP,2014,3503247.591,6316,TOKYO,11.421,20,6.544470832
JP2010401051696,HAZAMA ANDO CORPORATION,JP,4339,3478702.972,3998,TOKYO,17.863,43,6.541417348
